price,date
147.30173417627344,2024-07-01 19:11:04.764
147.12491072916785,2024-07-01 20:03:36.940
147.40056497899093,2024-07-01 21:05:42.376
147.38935390748875,2024-07-01 22:05:02.426
146.6439159192261,2024-07-01 23:01:31.361
146.34737782842973,2024-07-02 00:01:46.145
147.293882361654,2024-07-02 01:04:16.711
147.73797494013357,2024-07-02 02:08:38.603
148.8913639325905,2024-07-02 03:10:38.442
149.05530160959333,2024-07-02 04:00:27.572
148.79779090443085,2024-07-02 05:08:05.331
148.82226327922126,2024-07-02 06:03:33.936
147.31588014494633,2024-07-02 07:09:22.793
147.17290238129556,2024-07-02 08:04:11.998
147.83908214222785,2024-07-02 09:04:18.444
147.70143192455257,2024-07-02 10:11:16.567
148.3706348263082,2024-07-02 11:12:11.804
149.46095701741376,2024-07-02 12:04:41.482
150.44759259749262,2024-07-02 13:10:54.519
149.00608154814455,2024-07-02 14:11:42.177
148.10436638846022,2024-07-02 15:05:50.463
147.9722579419713,2024-07-02 16:02:11.817
148.7198611589155,2024-07-02 17:05:53.267
149.57499963822175,2024-07-02 18:03:22.993
152.64236715227906,2024-07-02 19:00:56.125
152.4675062775546,2024-07-02 20:08:35.912
152.91814637178334,2024-07-02 21:03:51.289
153.4897161311699,2024-07-02 22:02:17.190
154.64662948945391,2024-07-02 23:09:14.367
153.89192946678799,2024-07-03 00:08:50.613
153.211851943475,2024-07-03 01:03:26.719
151.69800867470636,2024-07-03 02:05:27.695
151.7776741579357,2024-07-03 03:08:54.180
150.35275573028326,2024-07-03 04:05:28.836
148.2183618109342,2024-07-03 05:07:34.959
148.87006401321372,2024-07-03 06:00:15.835
148.63475925715437,2024-07-03 07:09:53.825
146.4368298489103,2024-07-03 08:03:49.195
146.1250934720813,2024-07-03 09:08:41.290
146.26115801778286,2024-07-03 10:02:02.695
144.33281243957506,2024-07-03 11:02:03.857
143.15909684670876,2024-07-03 12:09:58.450
141.4800051797406,2024-07-03 13:00:56.847
143.7511472780972,2024-07-03 14:05:34.441
141.70768776595085,2024-07-03 15:04:45.702
141.66786229954062,2024-07-03 16:06:05.428
142.32156333636038,2024-07-03 17:00:30.084
141.86701242189187,2024-07-03 18:06:23.011
141.4664678380893,2024-07-03 19:04:16.833
140.2092690234806,2024-07-03 20:10:04.988
140.18678808580682,2024-07-03 21:05:39.262
141.3838077219746,2024-07-03 22:09:46.365
141.001271213398,2024-07-03 23:09:08.817
141.0449162146624,2024-07-04 00:08:02.720
142.403648369418,2024-07-04 01:04:21.469
135.2818111555148,2024-07-04 02:01:43.845
136.28901598311182,2024-07-04 03:09:17.994
136.5864902528631,2024-07-04 04:09:33.492
136.50522657976438,2024-07-04 05:11:31.472
135.9625636191658,2024-07-04 06:02:22.564
134.73965552487883,2024-07-04 07:08:47.771
134.2372000614062,2024-07-04 08:03:38.176
135.01249415634453,2024-07-04 09:09:56.151
133.73419668298968,2024-07-04 10:09:11.793
134.2488308035786,2024-07-04 11:07:42.597
132.6344827549796,2024-07-04 12:05:12.721
132.95185125500007,2024-07-04 13:05:12.795
133.1525919646314,2024-07-04 14:05:29.927
134.00381854635492,2024-07-04 15:02:50.033
135.3420887035591,2024-07-04 16:06:12.781
135.10894964620306,2024-07-04 17:04:50.581
135.13033740365472,2024-07-04 18:10:34.128
134.15165003615462,2024-07-04 19:01:23.653
133.5645298319847,2024-07-04 20:10:48.241
134.7271513257495,2024-07-04 21:03:38.501
135.03101055394663,2024-07-04 22:11:19.204
132.4028347769576,2024-07-04 23:05:31.303
127.53157904567169,2024-07-05 00:09:10.218
128.20055286044692,2024-07-05 01:00:37.818
128.5849167364551,2024-07-05 02:05:35.135
123.9334974124413,2024-07-05 03:06:11.204
123.3865082175112,2024-07-05 04:02:54.003
126.08653720996706,2024-07-05 05:09:31.184
127.39353216764651,2024-07-05 06:02:25.080
125.62182600925732,2024-07-05 07:05:39.137
126.56374366622097,2024-07-05 08:02:37.679
122.65167964225446,2024-07-05 09:09:33.287
126.12714417924111,2024-07-05 10:06:34.405
128.6322731372943,2024-07-05 11:05:59.741
129.94327926532543,2024-07-05 12:01:02.891
128.75905489948605,2024-07-05 13:09:19.419
132.8014137324239,2024-07-05 14:07:13.714
133.6665932085428,2024-07-05 15:09:40.633
134.2107228206387,2024-07-05 16:01:50.096
134.47144735640398,2024-07-05 17:03:54.787
134.54929845756388,2024-07-05 18:08:48.177
135.00279452472665,2024-07-05 19:08:35.371
134.7510720976563,2024-07-05 20:00:05.541
135.2212574680472,2024-07-05 21:04:52.358
135.04424923908627,2024-07-05 22:00:55.392
134.5708435296515,2024-07-05 23:08:49.596
134.26285461932628,2024-07-06 00:03:08.790
134.36646205170322,2024-07-06 01:08:56.329
133.54602484922168,2024-07-06 02:08:33.362
133.91445636642638,2024-07-06 03:08:00.809
134.51146883255177,2024-07-06 04:05:40.250
133.9641583030264,2024-07-06 05:10:47.357
134.49992419515308,2024-07-06 06:04:11.107
136.02235367399928,2024-07-06 07:01:31.987
136.88759885556746,2024-07-06 08:10:04.572
136.80474654928375,2024-07-06 09:00:23.124
138.9499740054655,2024-07-06 10:00:31.032
139.81095631827094,2024-07-06 11:02:52.385
138.92469633298475,2024-07-06 12:01:37.119
138.65364482948542,2024-07-06 13:03:47.732
139.93168440135418,2024-07-06 14:04:14.850
140.0294255921567,2024-07-06 15:01:45.120
141.33149783651598,2024-07-06 16:08:52.513
142.54556470357485,2024-07-06 17:04:01.896
142.35401723548344,2024-07-06 18:10:25.949
142.45730714070086,2024-07-06 19:03:08.130
142.88582488206993,2024-07-06 20:01:46.435
142.5637677748066,2024-07-06 21:00:51.004
143.20143380659286,2024-07-06 22:03:05.632
143.62892350869203,2024-07-06 23:06:32.376
143.32969268395115,2024-07-07 00:04:49.239
141.24802684855928,2024-07-07 01:05:52.764
141.0605650144661,2024-07-07 02:06:02.781
142.69417358059818,2024-07-07 03:05:47.100
141.94248854388215,2024-07-07 04:08:28.622
139.40993083192276,2024-07-07 05:02:56.821
140.154098782941,2024-07-07 06:01:54.577
140.167315428857,2024-07-07 07:08:04.740
139.1190739291744,2024-07-07 08:00:19.659
139.72042769062196,2024-07-07 09:09:56.121
140.03762291885036,2024-07-07 10:07:56.009
139.972344742769,2024-07-07 11:06:37.141
139.74513919361067,2024-07-07 12:10:57.822
139.34020415168317,2024-07-07 13:09:18.591
136.34253295363786,2024-07-07 14:10:18.773
136.92833981023327,2024-07-07 15:03:02.149
136.99921324695248,2024-07-07 16:01:52.266
138.37269096162933,2024-07-07 17:05:26.819
138.7219908756402,2024-07-07 18:00:52.290
137.72154454968597,2024-07-07 19:11:03.593
137.0561242017218,2024-07-07 20:11:54.837
136.82522906696065,2024-07-07 21:00:30.373
135.145474947854,2024-07-07 22:09:31.784
133.45184916942347,2024-07-07 23:02:37.913
132.1340912028874,2024-07-08 00:08:13.787
128.3253783570777,2024-07-08 01:08:11.254
130.19115985826997,2024-07-08 02:10:09.535
131.1590415635497,2024-07-08 03:05:25.587
130.36624884226518,2024-07-08 04:08:27.579
134.01307851801067,2024-07-08 05:07:28.375
132.18686160534827,2024-07-08 06:12:21.424
132.24925737553497,2024-07-08 07:11:13.368
132.65179620247116,2024-07-08 08:02:50.487
141.2722354564581,2024-07-08 09:09:22.598
139.7961765880642,2024-07-08 10:10:19.798
139.64367358921194,2024-07-08 11:07:29.772
140.5556361314446,2024-07-08 12:04:38.055
140.26857762924357,2024-07-08 13:06:48.609
140.92095174391926,2024-07-08 14:05:43.138
138.46313534614288,2024-07-08 15:04:22.912
137.88420419516999,2024-07-08 16:07:45.647
136.2406695419571,2024-07-08 17:08:37.044
136.9697628547893,2024-07-08 18:07:25.833
137.84400509260286,2024-07-08 19:07:49.356
138.38391828734703,2024-07-08 20:04:51.621
138.60505756331523,2024-07-08 21:11:38.499
139.85440042729107,2024-07-08 22:11:05.241
139.99044450050008,2024-07-08 23:11:30.643
139.62677798430272,2024-07-09 00:04:49.830
138.64187050515383,2024-07-09 01:02:44.956
136.38848629588838,2024-07-09 02:11:41.981
139.64298182600206,2024-07-09 03:09:34.503
140.60638029271834,2024-07-09 04:09:45.609
140.9329362605004,2024-07-09 05:08:38.214
141.0830323332973,2024-07-09 06:08:08.962
142.85490635578228,2024-07-09 07:11:22.152
141.86961163730015,2024-07-09 08:04:49.858
142.9398365520989,2024-07-09 09:02:10.965
142.1191395661874,2024-07-09 10:04:11.022
141.21830960408602,2024-07-09 11:08:24.270
141.87993704818226,2024-07-09 12:03:52.862
140.952685167881,2024-07-09 13:01:33.740
140.26170616509492,2024-07-09 14:07:59.477
139.5463866556321,2024-07-09 15:02:32.600
140.6017720145397,2024-07-09 16:03:15.435
141.86889121369404,2024-07-09 17:00:10.288
141.48302420161386,2024-07-09 18:04:57.369
142.23444301096325,2024-07-09 19:08:46.624
142.1764683300043,2024-07-09 20:12:06.810
142.56692063794924,2024-07-09 21:00:38.514
142.04269098795484,2024-07-09 22:02:41.067
142.16375292376856,2024-07-09 23:01:34.819
141.39492780457417,2024-07-10 00:02:46.949
139.79993524548155,2024-07-10 01:01:32.486
140.21829909736186,2024-07-10 02:03:13.646
140.94723968946883,2024-07-10 03:02:18.149
142.3533715300556,2024-07-10 04:09:21.353
145.2386530631779,2024-07-10 05:05:46.959
144.29331276004237,2024-07-10 06:07:38.717
144.68136266980238,2024-07-10 07:06:44.623
143.85157362639606,2024-07-10 08:00:05.114
143.79744946918345,2024-07-10 09:06:52.174
143.28531426248082,2024-07-10 10:09:23.363
143.6977657199992,2024-07-10 11:04:09.696
142.80023729736865,2024-07-10 12:02:50.314
142.28145081733226,2024-07-10 13:08:40.942
141.71147850340452,2024-07-10 14:03:26.801
140.64162130175654,2024-07-10 15:08:50.360
141.67969152315038,2024-07-10 16:12:04.038
141.21513864512806,2024-07-10 17:05:31.063
141.0168943837323,2024-07-10 18:03:34.210
140.38064872903723,2024-07-10 19:09:41.508
141.18415504966165,2024-07-10 20:12:03.798
141.1359526424391,2024-07-10 21:01:14.788
141.2276051822443,2024-07-10 22:09:43.965
141.40091322392502,2024-07-10 23:10:48.678
141.613761141109,2024-07-11 00:07:13.428
141.1791459294516,2024-07-11 01:08:11.328
142.85897318041654,2024-07-11 02:00:04.726
141.6378236091722,2024-07-11 03:09:47.471
140.1749964097751,2024-07-11 04:07:27.527
140.74048065961694,2024-07-11 05:07:47.921
141.19865361212925,2024-07-11 06:07:18.410
141.5535406274669,2024-07-11 07:06:41.230
142.51623585838456,2024-07-11 08:07:48.550
142.86792912521213,2024-07-11 09:09:51.008
142.80220700587685,2024-07-11 10:06:12.808
142.97097069271655,2024-07-11 11:01:06.670
143.8711830854476,2024-07-11 12:01:30.663
143.58459572891059,2024-07-11 13:01:27.785
142.53301283090926,2024-07-11 14:07:15.605
140.83151056145334,2024-07-11 15:03:29.610
138.14436518876707,2024-07-11 16:03:00.547
138.33557511185793,2024-07-11 17:00:54.060
138.39545405389137,2024-07-11 18:00:57.401
138.67158076749774,2024-07-11 19:09:53.670
136.68667341039338,2024-07-11 20:09:05.655
137.2144729158587,2024-07-11 21:10:44.151
136.55573327990558,2024-07-11 22:03:42.779
136.77681680589885,2024-07-11 23:07:42.376
135.8133561644635,2024-07-12 00:05:31.758
136.00920657003428,2024-07-12 01:08:08.829
136.3516882971856,2024-07-12 02:02:03.423
137.61133215544723,2024-07-12 03:07:34.873
136.75157052911817,2024-07-12 04:05:51.465
135.95447854923924,2024-07-12 05:10:02.730
135.80867916637362,2024-07-12 06:07:20.469
136.33647884356103,2024-07-12 07:04:55.194
135.47950214968876,2024-07-12 08:02:31.171
135.64679481545684,2024-07-12 09:08:40.712
134.89819146523362,2024-07-12 10:09:19.412
135.55588952592242,2024-07-12 11:06:16.821
135.87914186801243,2024-07-12 12:07:39.970
136.75872906023142,2024-07-12 13:06:56.403
138.87507868257552,2024-07-12 14:03:47.441
138.24121056193192,2024-07-12 15:09:23.286
138.7320543410881,2024-07-12 16:07:51.637
138.3370854462639,2024-07-12 17:00:53.689
138.71949547411072,2024-07-12 18:09:49.194
139.75703662440785,2024-07-12 19:00:37.119
138.08156875795757,2024-07-12 20:14:22.131
138.18360796305072,2024-07-12 21:12:30.348
138.17685046297828,2024-07-12 22:01:51.882
138.57048962748448,2024-07-12 23:00:35.462
139.4338750387952,2024-07-13 00:05:01.114
138.96292113189028,2024-07-13 01:07:32.021
139.073176585244,2024-07-13 02:09:53.992
139.1135284038648,2024-07-13 03:06:09.573
138.77484252227,2024-07-13 04:02:36.782
138.22836384379872,2024-07-13 05:04:27.192
139.1229915326158,2024-07-13 06:01:51.953
138.78049174602097,2024-07-13 07:08:05.710
139.41366680571522,2024-07-13 08:08:00.573
138.81157237541845,2024-07-13 09:01:20.871
140.52363502178287,2024-07-13 10:05:56.314
139.56062843804247,2024-07-13 11:10:51.282
140.0353129443396,2024-07-13 12:04:26.089
140.25278337261565,2024-07-13 13:08:22.747
140.1240889324254,2024-07-13 14:05:09.548
140.010999358688,2024-07-13 15:06:14.497
140.24732740744875,2024-07-13 16:08:13.322
139.5495578871443,2024-07-13 17:04:21.187
139.8044471723504,2024-07-13 18:07:59.463
139.4357338435093,2024-07-13 19:00:45.416
139.90521954972638,2024-07-13 20:00:50.003
139.7978819874019,2024-07-13 21:04:00.883
140.0969162082687,2024-07-13 22:10:47.213
142.20516846483463,2024-07-13 23:09:13.943
141.94880919216342,2024-07-14 00:03:58.731
145.0840601683501,2024-07-14 01:02:56.777
145.0343247583202,2024-07-14 02:05:30.627
143.93641172151555,2024-07-14 03:08:15.761
144.15524748562095,2024-07-14 04:02:22.608
145.055174901138,2024-07-14 05:05:07.027
145.6387606802596,2024-07-14 06:09:34.596
144.57311501701503,2024-07-14 07:01:27.410
145.15528884761162,2024-07-14 08:07:08.543
145.3747082904158,2024-07-14 09:00:44.406
146.6179144635128,2024-07-14 10:07:42.059
145.1353058259653,2024-07-14 11:03:46.611
145.09639458649224,2024-07-14 12:04:17.191
143.92776915625595,2024-07-14 13:00:34.230
144.2668693170004,2024-07-14 14:09:13.396
145.6030640146072,2024-07-14 15:10:04.049
145.73578184474079,2024-07-14 16:09:06.956
145.5587931433465,2024-07-14 17:02:59.727
145.2045928255015,2024-07-14 18:03:19.498
145.14072316217903,2024-07-14 19:01:28.971
145.22783242731015,2024-07-14 20:08:00.098
145.61570102276687,2024-07-14 21:06:29.229
148.13727403325478,2024-07-14 22:09:12.034
147.20861702678883,2024-07-14 23:08:51.761
147.6698055810411,2024-07-15 00:09:57.205
150.60533303820446,2024-07-15 01:07:59.768
150.88856902771656,2024-07-15 02:01:13.135
152.1236080659287,2024-07-15 03:01:50.482
151.50271985624303,2024-07-15 04:03:09.845
151.93987003531097,2024-07-15 05:08:57.519
151.99891199590613,2024-07-15 06:11:53.241
153.2285187075987,2024-07-15 07:08:07.121
153.41062487704903,2024-07-15 08:03:40.098
152.70358348899305,2024-07-15 09:06:03.274
152.35177051799448,2024-07-15 10:08:08.328
151.51671269425637,2024-07-15 11:08:23.643
151.7122635642238,2024-07-15 12:03:51.196
152.5392811367902,2024-07-15 13:06:40.128
152.79560177224528,2024-07-15 14:11:56.658
153.49952465623468,2024-07-15 15:05:19.545
153.08435463491895,2024-07-15 16:02:08.066
154.49651842314015,2024-07-15 17:12:49.796
154.30140102400338,2024-07-15 18:02:20.894
155.883720749284,2024-07-15 19:05:02.168
155.7227919330696,2024-07-15 20:06:17.106
156.75419986224074,2024-07-15 21:06:36.369
156.6885162853705,2024-07-15 22:05:34.247
158.56232523575957,2024-07-15 23:08:17.347
160.08420143641575,2024-07-16 00:12:18.579
158.41012556704263,2024-07-16 01:03:57.350
158.16173137846542,2024-07-16 02:12:03.254
156.89960025855308,2024-07-16 03:01:40.553
157.5901189531978,2024-07-16 04:09:52.899
158.22821638017334,2024-07-16 05:00:32.328
155.34080384250592,2024-07-16 06:01:55.370
153.87458847816941,2024-07-16 07:06:21.101
154.56705887582143,2024-07-16 08:05:49.233
154.33922126464392,2024-07-16 09:08:53.806
155.07413146246697,2024-07-16 10:09:55.465
156.1920788435383,2024-07-16 11:10:52.513
157.53201945941498,2024-07-16 12:07:35.334
156.18806273196,2024-07-16 13:04:49.883
155.58061144621564,2024-07-16 14:03:26.832
156.27852168502505,2024-07-16 15:07:53.635
161.64638461996174,2024-07-16 16:11:43.240
160.9246905471223,2024-07-16 17:04:35.670
161.61002925817974,2024-07-16 18:11:03.602
162.10514390224415,2024-07-16 19:04:26.635
162.06338963348685,2024-07-16 20:04:42.101
160.24525672607444,2024-07-16 21:08:53.287
160.69530514633198,2024-07-16 22:09:20.594
160.0374785985352,2024-07-16 23:03:03.931
160.4661391982543,2024-07-17 00:07:46.154
161.49817835057914,2024-07-17 01:03:29.925
162.10790089405162,2024-07-17 02:00:55.392
161.2682237723898,2024-07-17 03:02:09.220
160.94318013028897,2024-07-17 04:04:30.997
161.27922501801865,2024-07-17 05:06:13.989
161.47770198480703,2024-07-17 06:02:49.590
161.26798679397467,2024-07-17 07:05:17.820
160.8473940188758,2024-07-17 08:00:05.045
161.96973009438292,2024-07-17 09:02:33.053
163.33729851009574,2024-07-17 10:03:47.886
162.61582636001572,2024-07-17 11:01:51.977
161.06559037970888,2024-07-17 12:08:43.709
160.59614528184906,2024-07-17 13:01:51.393
160.58673786337624,2024-07-17 14:12:38.034
160.23598180079895,2024-07-17 15:06:30.203
157.99189319214076,2024-07-17 16:10:26.690
155.82418371537275,2024-07-17 17:04:26.349
156.43139319567354,2024-07-17 18:06:56.579
156.66190758425205,2024-07-17 19:03:13.782
156.99628831848327,2024-07-17 20:06:49.300
155.42429234208737,2024-07-17 21:11:47.956
156.50819555413435,2024-07-17 22:01:51.605
155.9469343198482,2024-07-17 23:08:36.468
